Source	Domain 	SourceText 	SourceLanguage	TargetLanguage 	OutputGoogle 	EvalSentenceLevelGoogle 	EvalSnippetLevelGoogle 	ErrorTypeGoogle	OutputMicrosoft	EvalSentenceLevelMicrosoft 	EvalSnippetLevelMicrosoft 	ErrorTypeMcirosoft	OutputLesan 	EvalSentenceLevelLesan	EvalSnippetLevelLesan	ErrorTypeLesan
https://www.bbc.com/tigrinya/news-49379854	Arts_and_Culture	ሓንቲ ጓል ኣንስተይቲ ካብ ርእሳ ክሳብ ጽፍሪ እግራ ዘደንቕ ቁንጅና፣ ኣዞን ወዝን ክትውንን፡ ካብ ንኡሽቶ ክሳብ ዓብዪ (ካብ ቁኖ ጸጒሪ ርእሲ፣ ኮንጎ ሳእኒ ክሳብ ጥልፊ ክዳን) ምድላዋት ተጻፍፍ።	ti	en	A woman makes preparations from the smallest to the largest (from hairstyles, congo bowls to embroidery) to have amazing beauty, azon and wez from head to toe.	4	4.0		From head to neck, a female has a stunning look on her feet; she owns a zigzag; from small to large (from hairy-headed; Congolese shoes to embroiled garments).	1	1.0	mistranslation	Make arrangements for a woman 's head to the towel, to have a beautiful glue, and to have a zoom and a hose.	1	1	omission
https://www.bbc.com/tigrinya/news-49379854	Arts_and_Culture	ደቂ ተባዕትዮ፡ ዋላ'ውን ከበሮ ሒዞም እንተዘይተልሃዩ፡ ሓጺር ገምባለ ምስ ሽራኽ ስኣኒ ወይ ኮንጎ ረጊጾም፣ ሚዶ ኣብ ጎተና ርእሶም ሰዅዖም፣ በትሪ ጨቢጦም ደድሕሪ እተን ቆልዑ ኣሸንዳ ክዞሩ ይውዕሉ።	ti	en	Men, even if they don&#39;t dance with drums, walk around the Ashenda children wearing short gembale with shirak saani or congo, mido sticking their heads in their gotanas, and holding sticks.	3	3.0		Although males don't carry a drum, they lose a short stroke with a stroke or a congo; Meadow screams at them in the goths; they squeeze a stick and walk around after the children.	2	2.0	omission	Men, even if they don 't hold a drum, pull a short guy down with a toe or a Congo stick, Mido punches them in the head, grinds a stick around behind the children.	1	1	
https://www.facebook.com/dimtsiweyane/posts/1643754812389355/	Arts_and_Culture	*ራንጎ እውን ዝብሃል ኣሎ፡ ፋጻ ምፍጻውን እንድሕር ተቖጺሩ ምሕምባጥ እውን ናይ ተምቤን ኣውርስና ክጽዋዕ ግቡእ ኢዩ*።	ti	en	*There is also a rango, and if it is counted, swimming is also worthy of being called our Tembien heritage*.	2	2.0	mistranslation	* Rango is also called whistling, whistling, and swim.	1	1.0	omission	* There is also a Rango, and if whistling is counted, it is appropriate to call our parenthood. *	1	1	omission
https://www.facebook.com/208042125940605/posts/3670332953044821/	Arts_and_Culture	እዚ ተዛራቢ ቋንቋ ትግርኛ ዝኾነ ህዝቢ፡ ከም ቅኒት (መሎዲ) ናይዘን ሰለስተ እምብልታ እንተ-ዝሳነ፥ መጀመርታ ከም ሻዕብያ ዝኣመሰለ በላዒ-ሰብ ሽፍታ ኣይምፈጠረን። ሕማቕ ናይ ታሪኽ ኣጋጣሚ ኮይኑ እንተ-ፈጢሩ ድማ፡ ንሱ ንባዕሉ ናብ ሽፍታ ከይተቐየረ፡ ቀልጢፉ ምኣለዮ። ንዓለም ድማ መስተንከራ!	ti	en	If this Tigrinya-speaking people, like the melody of these three emblems, would not have created a cannibal thief like the Shaabia in the first place. And if it were a bad historical coincidence, he would get rid of it quickly, without turning himself into a thief. And a wonder to the world!	2,4,4	2.0	omission	If this spoken-language people were to be treated like the melodies of these three flutes, they would not first create a spigot like shabbia, and if he created a bad story, he would quickly take notice of it without turning into a bandit!	2,0	0.0	omission	If this Tigrinya-speaking nation were to match the consistency of the three pipe, it would not have created a bandit like EPLF. And if it 's an unfortunate storyline, he' s going to have it all right before he 's turned into a bandit. And to the world awe!	1	1	mistranslation
https://www.facebook.com/ERTREA/posts/10157815518122327	Arts_and_Culture	#ታቱላ፡ ካብ ቀርኒ ዓጋዜን ዝተመስረሐ ያታዊ መሳርሒ ሙዚቃ #ኤርትራ፡ ኣብ ገለ ገለ ብሄራት ብ3 ቀሪኒ ዓጋዜን ከም እምብልታ ነናቱ ቅኒትን ድምጽን ብምሃብ እናታቃባበሉ ኣብ ግዜ በዓላት ይጽወት	ti	en	#Tatula, a traditional musical instrument made from the horn of the #Eritrea, is played during festivals in some ethnic groups by 3 horns of the deer as a bell giving each other their own melody and sound	4	4.0		#ታቱላ, a hybrid musical instrument made of the horn of a deer is played during the holidays, #ኤርትራ some heretics with a 3-horned deer and a singular ity and sound	1	1.0	untranslated	# Tatula, a folk music instrument from the antelope horn, is played during festivals in some ethnic groups with 3-horned jars and flutes with their own tone and voice	1	1	mistranslation
https://www.facebook.com/TigrignaTube/posts/2167474930230665	Arts_and_Culture	እቲ ዘዚሞ ዜማ ካብ ከባቢኡ ሓሊፉ ናብ ካልኦት ከባቢታት ብምብፃሕ ተፈታውነት እናትረፈ ምስ ከደ ብኽእለት ኣፀዋውታ ዕንድር ፋፃ (ሸምበቆ) ኣብቲ እዋን ኣብ ከተማ ኣስመራ ኣብ ዝተኻየደ ኤክስፖ ተሓርዩ ፈላማይ መድረኹ መሰሰ።	ti	en	As the song he sang spread beyond his hometown and gained popularity, he was selected for his skill in playing the Ender Fatsa (Shembeko) at the Expo in Asmara at the time.	4	4.0		As the melody grew in popularity from its surroundings to other neighborhoods, it was selected and pioneered at an Expo in the city of Asmara at the time.	4	4.0		As the melody passed from his surroundings to other areas and remained popular, he became skilled at playing the whistleblower 's (whistleblower) milestones at the Expo in Asmara.	4	4	
https://www.bbc.com/tigrinya/news-41513011	Arts_and_Culture	ኣብ ሰሜናዊ ህንዲ፡ ኣብ ገጠር ኣብ ዝርከብ ማሕበረ ሰበይ ዝተመርዓወት ሰበይቲ ውቃጦ ክትገብር ግድን እዩ።	ti	en	In northern India, in my rural community, a married woman is required to wear a tattoo.	4	4.0		A woman who is married in my wife's rural community in northern India is compulsory to have a tattoo.	4	4.0		In northern India, a woman married to a rural community must wear a tattoo.	4	4	
https://tigrigna.voanews.com/a/%E1%88%98%E1%88%8B%E1%8C%8D%E1%89%A6-%E1%8B%AB%E1%89%B3%E1%8B%8A%E1%8A%95-%E1%8B%98%E1%88%98%E1%8A%93%E1%8B%8A%E1%8A%95-%E1%88%B5%E1%8A%90-%E1%8C%A5%E1%89%A0%E1%89%A5/6533736.html	Arts_and_Culture	ኣሕመድ ኣድም ስዒድ፡ ብቛንቋ ሳሆ ዝደርፍ ድምጻዊ ኰይኑ፡ ቅድሚ ነዊሕ ዓመታት ዝጽወቱ ዝነበሩ ባህላዊ ጸወታታን ዝውቱራት ባህላዊ ደርፍታታን ብሄረ ሳሆ ብምፍታሽ፡ናቱ ፈጠራ ወሲኹ ንህዝቢ ኣብ ምልላይ ይጽዕር ከም ዘሎ ይዛረብ።	ti	en	Ahmed Adem Said, a Saho singer, says he is trying to add his own creativity by exploring the traditional games and popular traditional songs of the Saho ethnic group that were played many years ago.	2	2.0	omission	Ahmed Adm Saeed, a vocalist who sings in Saholanguage, tests her folk games and traditional songs that they played years ago with Herre Saho, adding his own fiction and saying he is trying to identify the public.	2	2.0	mistranslation	Ahmad Adm Seid, a vocal singer in the Saho language, says that he has increased his innovation by experimenting with the traditional games played years ago and the traditional songs of Saho.	4	4	
http://deqebat.com/%E1%88%93%E1%8B%B0-%E1%8A%AB%E1%89%A5%E1%89%B2-%E1%88%98%E1%88%88%E1%88%88%E1%8B%AA-%E1%89%A3%E1%88%85%E1%88%8A-%E1%8B%B0%E1%89%82-%E1%8A%A3%E1%8C%8D%E1%8A%A3%E1%8B%9D%E1%8B%AB%E1%8A%95%E1%8D%A3	Arts_and_Culture	ሓደ ካብቲ መለለዪ ባህሊ ደቂ ኣግኣዝያን ሙዚቃ እዩ። ሽቦ ለጋብ ሽቦ! ሃ ! ሃ ! ሃ! ሌጋብ ሽቦ! ጽቡቕ መውስቦ!	ti	en	One of the hallmarks of the Agazian culture is music. Wire Legab Wire! Ha ! Ha ! Ha! Legab Wire! Happy marriage!	2	2.0	mistranslation	One characteristic of the culture of the children of Aghazian is music— a brick, a brick, a brick! Ha! Ha! Ha! Legaby, the bribe! Good marriage!	3,1	1.0	punctuation,mistranslation	One characteristic of the Agazian culture is music. A wire! Aha! Aha! Leopard wire! A good marriage!	4,1,4	1	mistranslation
https://www.jw.org/ti/%E1%89%A4%E1%89%B0-%E1%88%98%E1%8C%BB%E1%88%95%E1%8D%8D%E1%89%B2/%E1%88%98%E1%8C%BD%E1%88%94%E1%89%B3%E1%89%B5/g201307/%E1%8A%93%E1%89%A5-%E1%8A%A3%E1%8B%98%E1%88%AD%E1%89%A3%E1%8C%83%E1%8A%95-%E1%8A%A5%E1%89%B0%E1%8C%88%E1%89%A5%E1%88%A8-%E1%88%9D%E1%89%A5%E1%8C%BB%E1%88%95/	Arts_and_Culture	ሻሂ ኣገዳሲ ኽፋል ባህሊ ኣዘርባጃን እዩ። ብሽኮር ተሰንዩ ድማ ብንእሽቶ ቢኬሪ ይቐርብ፣ ምስኡ እውን ለውዝን ዘቢብን ዓይነት ካዕካዕን ይቐርብ እዩ። ኣብ ንኣሽቱ ኸተማታት እውን፡ ኣብያተ ሻሂ ኣለዋ።	ti	en	Tea is an important part of Azerbaijani culture. It is accompanied by sugar and served in a small beaker, along with nuts, raisins, and a variety of cauliflower. There are also tea houses in small towns.	4, 4, 4, 4	4.0		Tea is an important part of Azerbaijani culture, accompanied by sugar and served with a small beaker, along with almonds, seeds, and nuts.	3,4,0	0.0	punctuation,omission	Tea is an important part of Azerbaijan 's culture. Accompanied by sugar, a small biker is served with almonds, raisins, and nuts. In smaller cities, there are also cupcakes.	4,3,2	2	mistranslation
https://www.bbc.com/tigrinya/news-58730615	Arts_and_Culture	ተኽሊ በለስ፡ ኣብ ብዙሓት ከባቢታት ትግራይን ኤርትራን ዝቦቁል ኮይኑ፡ ክሳብ ቀረባ እዋናት እቲ ፍርኡ ጥራይ ምብላዕ'ዩ ተለሚዱ።	ti	en	The fig plant grows in many parts of Tigray and Eritrea and until recently it was common to eat only the fruit.	4	4.0		The fig plant has been used to eating only its fruit in many areas of the Tigray and Eritrea.	4	4.0		The fig tree is native to many parts of Tigray and Eritrea, and it has only recently been used to eat the half.	1	1	mistranslation
https://www.bbc.com/tigrinya/news-54612132	Arts_and_Culture	ቀይሕ፣ ጸሊምን ጻዕዳን፡ ኣብ ህዝቢ ኦሮሞ ልዑል ቦታ ዘለዎምን መግለጺኡን ኮይኖም ክውሰዱ ከለው፡ ደቂ ኣንስትዮ ዝሕዝኦ ስንቄ ተባሂሉ ዝጽዋዕ በትሪ ድማ፡ ኣብ ውሽጢ እቲ ሕብረሰተብ ጓል ኣንስተይቲ ንርእሳ ንምክልኻል እትጥቀመሉ ባህላዊ ውርሻ ምዃኑ ይእመን።	ti	en	Red, black and white are considered to be the symbols of the Oromo people, while the stick is believed to be a traditional heritage used by women to protect themselves.	4	4.0		Red; black and white are high on the Oromo people and are believed to be women's dishes, which are the cultural heritage of female self-defense.	1	1.0	omission	Red, black and white are considered to be the most prominent and expressive of the Oromo people, while so-called female-held Sinkae is believed to be a cultural heritage within the framework of the female communion.	1	1	mistranslation
9 9	Arts_and_Culture	ብባህልና ካብ ዝስርሑ ዓይነታት ምግቢ ሓደ ፀብሒ ደርሆ'ዩ፡፡ ፀብሒ ደርሆ ብመቐረቱ ልዑል ስፍራ ሒዙ ይርከብ ፡፡ ምድላዋቱ ተማሊኡ እቲ ስራሕ ክሳብ ፍፃመ ንምብፃሕ እንተተደሊዩ፣ በዚ ዝስዕብ ኩነት ክፍፀም ይግባእ።	ti	en	One of the most traditional dishes is chicken rice. Chicken rice is high in flavor. If the preparations are completed and the work is to be completed, it should be carried out under the following conditions.	2,2,4	2.0	mistranslation	One of the most popular foods in our culture is chicken.	1,0,0	0.0	omission	Traditionally, one meal is a chicken meal. A roast is in high place in its shape. If the arrangements are made and the work needs to be completed, the following conditions must be fulfilled.	3,0,4	0	mistranslation
9 10	Arts_and_Culture	እቲ ፀብሒ እናበሰለ እናሃለወ ብኻሊእ ገፅ ድማ እንቁላሊሕ በሲሉን ተቐሪፉን ክቕረብ ኣለዎ፡፡ ከከም ኣድላይነቱ ካብ ሽድሽተ ክሳብ 12 እንቁላሊሕ በሲሉ ቆቁሩብ ፍግእ ፍግእ ኣቢልካ ምድላው፡፡ ድሓር ካብ ኣርባዕተ ክሳብ ሸድሽተ ማንካ ዝኸውን ዝፈልሐ ማይ ናብቲ ፀብሒ ይወሰኽ፡፡ እቲ ፀብሒ ፈሊሑ ክወርድ እንትብል ኮረሪማን በርበረ ጸሊምን ብምውሳኽ ኣብ መጨረሻ ነቲ እንቁላሊሕ አእቲኻ ነቲ ፀብሒ ምውራድ፡፡ ፀብሒ ደርሆ ብግቡእ ንምስራሕ እንተንኣሰ ክልተ ሰዓትን ፈረቓን የድሊ፡፡	ti	en	While the rice is cooking, on the other hand, the eggs should be cooked and peeled. Cook six to 12 eggs, depending on need. Four to six tablespoons of boiling water is then added to the rice. When the rice is about to boil, add the korerima and black pepper and finally add the eggs and bring the rice down. Chicken rice requires at least two and a half hours to cook properly.	2, 4, 2, 2, 2	2.0	mistranslation	Depending on the need, six to 12 eggs must be cooked and cooked. Six spoonfuls of boiling water are added to the surface, adding corerima and black pepper to the surface, finally adding the eggs and lowering them.	0,1,2,1,0	0.0	omission	The meal must be cooked and, in a nutshell, cooked and mapped. To prepare six to 12 bits of contamination, depending on the need, Later, boiling water for four to six spoons is added to the feed. If the meal is to go down, then add coriander and black pepper to the end and bring the food down. It takes at least two and a half hours to make a chicken meal properly.	2,1,3,1,4	1	mistranslation
9 16	Arts_and_Culture	ኣልባሳትን መጋየፅታት'ውን ነናይ ባዕሎም ስርዓት ኣለዎም፡፡ ገለ ካብኣቶም ንምጥቃስ ከም ዋልታ ፣ ኲናት፣ ድግ፣ ጎራደ፣ ሽራራ፣ ዝናር፣ ገምባለ፣ ጀበርና፣ ዲኖ፣ ወዘተ ዝኣመሰሉ ባህላዊ መጋየፅታትን ሽልማትን ሒዝካን ተኸዲንካን ዝቐርብ'ዩ፡፡	ti	en	Dresses and dresses also have their own order. Some of them are carried and dressed in traditional costumes and awards such as shield , spear, deer, sword, shirara, zenar, gembale, jeberna, dino, etc.	2, 4	2.0	mistranslation	Some of them are presented with traditional guides and prizes, such as shields, spears, gums, gorillas, scarves, fame, geberna, dinosaurs, and so on.'	0,1	0.0	omission,,mistranslation	Dresses and straps are also regulated for their own purposes. Some of them include cultural barriers and awards, such as shields, battles, feats, garments, skies, skies, rains, clams, heroes, sulfur, etc.	2,1,	1	terminology
9 17	Arts_and_Culture	ኣብ ውሽጢ ስነ ቃልና ዝርከቡ ጥበባዊ ሓድግታትና ፍሉያትን ብርቅታትን እዮም እንትንብል፣ ንምባል ስለዝተደለየ ጥራሕ ኣይኮነን፡፡ ምጣነኦም፣ ኣገባቦም፣ ስርዓቶም፣ ዜማታቶምን ትሕዝቶኦምን ተደሚሩ ኪነ ጥበባዊ ምልኣቶም ልዑል ከምዝኾነ ስለዝተመስከረሎም'ዩ፡፡	ti	en	When we say that our artistic heritage within our vocabulary is unique and rare, it is not just because it is meant to be. Their rhythm, style, order, melodies and content combined have proven to be highly artistic.	4, 4	4.0		Our wise stances within our word are unique and rare, and they have been testified to their devotion, style, order, melody, and content combined with their wisdom.'	1,1	1.0	mistranslation,omission	We 're going to say that our artistic unions within our word are different and unique; it' s not just because he wants to say that. Their artistic fullness, their procedure, principles, melodies and content are also considered high.	4,4	4	
9 119	Arts_and_Culture	“ኣቲ ፈሲ ፈሲ . . .” ካብ ባህላዊ ፀወታታት ቈልዑ ሓደ እዩ። ነዚ ፀወታ እዚ ተኣኪቦም ዝፃወቱ ቈልዑ ካብ መንጐኦም መን ከም ዝፈሰወ ንምፍላጥ ይጥቀምሉ። ቈልዑ ኣብ ዝተኣከብሉ ቦታ ፈሲ እንተድኣ ሸቲቱዎም፣ ግልፅ ግልፅ ኢሎም መን ከምዝፈሰወ ይእልሹ። ካብኡ ምልክት እንተድኣ ስኢኖም፣“ንስኻ. . . ንስኻ” ይበሃሃሉ። ኩሎም ድማ “ኣነ ኣይኮንኩን!” ብምባል ይምጕቱ። ብድሕሪኡ፣ መን ከምዝፈሰወ ንምፍላጥ “ኣቲ ፈሲ ፈሲ . . . ንበል” ይብሉ። ካብ መንጐኦም ሓደ ድማ ንነፍስ ወከፎም እናተንከፈ፣ “ኣቲ ፈሲ ፈሲ፣ በበይ መፃእኺ፣ ብዓዲ ቀሺ፣ መን ኣመፅአኪ፣ ተኽለ ወዲ ቐሺ፣ ትሽ መናትሽ፣ ብዓንቀር፣ ብጨንገር፣ መንገራግሮ . . .” ይብል። ኣብ መወዳእታ በታ “መንገራግሮ” እትብል ቃል ዝተተንከፈ ቈልዓ “ፈሲኻ” ይበሃል። ኩሎም ቈልዑ ይስሕቁዎ፤ ንሱ እውን ምስኦም ሓቢሩ ይስሕ ቕ ።	ti	en	“O Liquid Liquid . . . . .” .” It is one of the traditional children&#39;s games. Children who play this game together use it to determine who has spilled among them. If children smell liquid in a gathering, they will look for who spilled it. If they lose a signal from it,“You. . . . . . . . . You.” They say to each other. They all said, “It’s not me!” they argue that. Then, to determine who poured out, “O poured out . . . . . . . . Let’s say.” They say. One of them touched each of them and said, “You flowing flowing, where did you come from, by the priest’s village, who brought you, Tekle the priest’s son, Tish Menatsh, by the sword, by the branch, by the sword . . . . .” .” he says. Finally, the child who is touched by the word “slap” is called “fesika”. All the children laugh at him; He laughs with them.	2, 4, 2, 4, 2, 3, 2, 4	2.0	mistranslation	"You, O God, the Most Spacing one? It is one of the traditional children's playgrounds, which are used by children to find out who bleeded from their waistbands. Afterward, they argue, ""I am not!"" From their side, one touches each one of them, saying: ""Pour out, o ventilator; come to you with a priest; who will bring you in; Finally, a child affected by the word ""walker"" is called ""healed,"" and children laugh at him, and he joins them in laughing."	1,2,0,0,1,0,0,4	0.0	mistranslation,omission	"Wailing, is one of the most traditional children 's games. Children who play together use this game to find out who has a flow from their throat. When children smell fluid in a meeting place, they look around and look away and see who is heated. If they have no sign from him, they will be called ""you."" ""I 'm not!"" All argue. Then they say, ""Wow, you faded."" And one from their throats touched each one. Finally, a child who is affected by the word ""walkoer"" is called ""fried."" All children laugh at him, and he joins them in laughing."	1,1,1,1,4,4,1,1,1,4	4	mistranslation
9 124	Arts_and_Culture	ዋርሲም ህዝቢ ብሄረሰብ ኢሮብ ዝጥቀመሉ ሜላ ምልውዋጥ ሓበሬታ እዩ። ብሄረሰብ ኢሮብ ኣብ ክልል ትግራይ ኣብ ዞባ ምብራ ቕ ይነብር። ህዝቢ ብሄረሰብ ኢሮብ ዝተፈላለየ ዓይነት ሓበሬታ ንምቅብባል ካብ ዝጥቀምሉ ሜላ፣ እቲ ቀንዲ ዋርሲም እዩ። ዋርሲም ብቛንቋ ሳሆ “ምልውዋጥ ሓበሬታ” ማለት እዩ። ህዝቢ ኢሮብ ዋርሲም መዓዝን ብኸመይን ከምዝጀመሮ ብንፁር ኣይፍለጥን። ሓድሓደ ዓበይቲ ዓዲ ግና፣ እቲ ህዝቢ ኣብቲ ከባቢ ምንባር ካብ ዝጅምር ጀሚሩ ኣብ ጥቕሚ ከምዘውዓሎ ይገልፁ።	ti	en	Warsim is a method of information exchange used by the Irob people. The Irob ethnic group lives in the Eastern Zone of Tigray Region. Warsim is the main method used by the Irob people to receive various types of information. Warsim means “exchange of information” in Saho. It is not clear when and how the Irob people started Warsim. Some village elders, however, say the people have used it since they started living in the area.	4, 4, 4,4, 4, 4	4.0		"Warsim is a method of information exchange used by the people of Hezbelah, the Tigray Tigray Region. In Saho, Warsim means ""exchange of information,"" and it is not yet known how and how the people of Erob Warsim began the aroma, but some adults say that the people have used them since they began living in the area."	1,1,0,3,3,2	0.0	mistranslation,omission	"Warsim is a method of communication used by the Irob people. Belete Eyob lives in the Tigray Regional State in the East Region. The main method used by the Irob people to disseminate different types of information is caesareum. Warsim means ""exchange of information"" in Saho. It is unclear when and how the people of Irob Warsim started. But some adults say that the population has been in the area for good since the start of living."	4,1,1,4,4,1	1	terminology
10 16	Arts_and_Culture	መርዓ ወድን ጓልን ብሓባር ንምንባር ተሰማሚዖም ብዙሓት ሰባት ፀዊዖም ወይ ዓዲሞም እኽለ ማይ ኣዳልዮም ቃል ኪዳን ዝኣትውሉ ስርዓት እዩ፡፡ መርዓ ናይ ባዕሉ ከይድታት ዘለውዎ ማሕበራውን ባህላውን ክብረ በዓል እዩ፡፡ ኣብዞም ከይድታት ከዓ ዝተፈላለዩ ደርፍታት ይድረፉ፡፡	ti	en	A wedding is a ceremony in which a boy and a girl agree to live together and invite many people to prepare food and water. A wedding is a social and cultural celebration with its own processes. Various songs are sung during these processes.	4,4,4	4.0		The marriage of a son and daughter is a social and cultural celebration in which many people agree to live together, arrange for a harvest, and make a commitment— a social and cultural celebration.	1,0,0	1.0	mistranslation,,omission	Marriage is the order in which a man and a woman can arrange for water and make a commitment to live together. Marriage is a social and cultural holiday with its own rules. They are embroiled in a variety of songs that are not going to happen.	4,4,1	1	addition
10 118	Arts_and_Culture	ቆፅሊ ጫት ናይ ምብርባር ባህሪ ኣለዎ፡፡ ብውሱን መልክዑ ንሰብነትና ካብ ጭንቀትን ድኻምን ነ ፃ ይገብር፡፡ ነዚ ንምርካብ ኣብዚ ሓዚ እዋን ብብዙሕ ሚልዮን ዝቑፀሩ ሰባት ጫት ይጥቀሙ፡፡ ቆፅሊ ጫት ነዊሕ ተጓዒዙ ኣብ ኩሉ ክፍለ ዓለም ክባ ፃ ሕ ኣይኽእልን፡፡ መብዛሕትኦም ተጠቀምቲ ስሩዓት ዓማዊል ስለ ዝኾኑ፣ ስነ ልቦናዊ ፅግዕተኝነት ፈጢሩሎም እዩ፡፡	ti	en	Khat leaves have a peeling property. To a limited extent, it frees our body from anxiety and fatigue. Millions of people currently use khat to achieve this. Khat leaves cannot travel long distances to reach all continents. Since most of the users are regular customers, it has created a psychological dependence on them.	4, 4, 4, 4, 4	4.0		In its limited form, it frees the body from anxiety and fatigue, and in this time of year, millions of people use shoes.	0,3,1,0,0	0.0	mistranslation,omission	The leaf has khat shaking properties. In a limited way, our bodies are made free from anxiety and need. For this, many million people now use khat. Koslat can 't walk long enough to be an international club. Since most users are regular customers, it has created psychological dependence on them.	1,4,1,1,2	1	mistranslation
11 20	Arts_and_Culture	ስልጣነ ኣክሱም ንምፅናዕ ሓያሎ ተመራመርቲ ዕቱብ ፃዕሪ ጌሮም፡፡ ሐዚውን እቲ ፃዕሪ ይቕፅል ኣሎ፡፡ እንተኾነ ግና ብዛዕባ ኣክሱም ተመራመርቲ ዘለዎም ፍልጠት ምስቲ ኣብ ጓጓኡ ዝዓቖሮ ሃብቲ እንትነፃፀር ኣዝዩ ውሑድ ከምዝኾነ ይእመነሉ፡፡	ti	en	Several researchers have made serious efforts to study the Aksum civilization. The effort is still going on. However, it is believed that researchers&#39; knowledge of Aksum is very limited compared to the treasures it has stored in its cage.	4,4,4	4.0		To study Aksum's civilization, several researchers have earnestly studied it, but it is believed that their knowledge of Aksum researchers is minimal compared to the wealth stored in his camp.	3,0,4	0.0	punctuation,omission	A number of researchers made serious efforts to stabilize the Axumite civilization. The effort is still ongoing. However, it is thought that the knowledge of Axumologists is very small compared to the wealth it stored in its glue.	4,4,4	4	
11 21	Arts_and_Culture	ገለ ውፅኢታት መፅናዕቲ ከምዝሕብሩዎ ኣብ 5ይ ክፍለ ዘመን ድ.ል.ክ ኣብ ኣክሱም ካብ 10,000 - 20,000 ዝበፅሕ ቁፅሪ ህዝቢ ይነብር ከም ዝነበረ ካብ ኳዕቲ ዝተረኸቡ መረዳእታታት ይሕብሩ፡፡ ኣብቲ ኳዕቲ ዝተረኸቡ ሓድግታት ስኒ ሓርማዝ፣ ስርሓት ውሽጢ ሃገር ዝኾኑ ሻሻት፣ ካብ ከባቢ ሜዲትራንያን ሃገራት ዝመፁ ዝተሰባበሩ ስርሓት ሻኽላ፣ ከምኡ እውን ካብ ወርቂ፣ ብሩርን መዳብን (ነሓስ) ዝተሰርሑ ሳናቲም እዮም፡፡	ti	en	Some research findings indicate that in the 5th century AD, a population of 10,000 - 20,000 lived in Aksum, according to excavations. The excavations included ivory, locally made shashas, broken pottery from Mediterranean countries, and coins made of gold, silver and copper.	4, 4	4.0		Some evidence indicates that in the 5th century C.E., a population of between 10,000 - 20,000 people lived in Aksum. Excavated ivory, domestic shrapnel, fractured shale works from around the Mediterranean, and saenaths made of gold, silver, and copper (copper).	4,1	1.0	mistranslation	Some Comfort results show that by the 5th century AD, Axum had lived in a population of 10,000 - 20,000 people. The excavated elephants, domestic shots, broken shacks from the Mediterranean basin and other shoes made of gold, silver and gold.	4,2	2	
11 90	Arts_and_Culture	ኣሉላ ካብ ኣቦኦም ባሻይ እንግዳ ቑቢን፣ ካብ ኣዲኦም ወይዘሮ ጋረዳ ነጊድን፣ ኣብ ከባቢ ተምቤን መነወ ኣብ ዝተብሃለ ቦታ ተወሊዶም፡፡ መነወ ብኣድዋር ዝማዕረገ ገዳም ዘለዋ ቦታ እያ፡፡ ኣሉላ ክልተ ኣንስትዮን ሰለስተ ተባዕትዮን ኣሕዋት ነይሮሙዎም፡፡ ኣሉላ ዝተወለዱሉ ዕለትን ዓመተ ምሕረትን ብርግፅ ኣይፍለጥን፡፡ ኣብ ሓደ መረዳእታ ፅሑፍ ከምዝተሓበረ እንተኾይኑ ግን፣ ከባቢ 1836 ዓ. ም እዮም ተወሊዶም ይብል።	ti	en	Alula was born to Bashay Engada Qubi and Gareda Negid. Menewe is a place with a monastery adorned with Adwar. Alula had two sisters and three brothers. The date and year of Alula&#39;s birth are unknown. However, according to one source, it was written around 1836 AD. He says they were born in	2, 4, 4, 4, 4	2.0	omission	Alula was a stranger to their father, Bashai, and their mother, Madame Garra, and were born in the vicinity of Tamben. The date of Alula's birth and the year of mercy are unknown. It says they were born in mammals.	1,0,0,1,1	0.0	mistranslation	Alula was born to their father Bashai Engida Qbin, and their mother, Mrs. Gareda, who was in the Tembe area of Menwe. Menewe is a place of polished monastery. Alula had two women and three males. The date of the birth of Alula and the year of his mercy are uncertain. But if a text is included, it says they were born about 1836.	4,2,1,2,2	1	mistranslation
